Obs,Study,Authors,Year_.online.,Year_.print.,Title,Journal,Pub_year_IF,X2017_IF,Average_n,Effect_type,Species,Climate_.FishBase.,Env_cue.stimulus.,Cue.stimulus_type,Behavioural_metric,Life_stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd,InRR,InRR_V
63,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Pomacentrus_wardi,Trop,Yes,Predator,"% time in cue, day 3, 700ppm (Fig 2b)",Larvae,17,1.972,1.69,10,63.099,42.254,3.465656665,0.088045269
385,a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,11,No,Hemiscyllium_ocellatum,Trop,Yes,Habitat,"Latency to first bite, High CO2",Adult,11,134.1909,42.1573,11,219.9182,205.0103,0.493992246,0.087974043
399,a41,Maneja et al,2015,2015,The swimming kinematics and foraging behavior of larval Atlantic herring (Clupea harengus L.) are unaffected by elevated pCO2,J Exp Mar Biol Ecol,1.796,1.99,25,No,Clupea_harengus,Temp,No,NA,"Move duration, Mid CO2",Larvae,19,0.247,0.239,19,0.247,0.2106,0,0.087539595
178,a14,Nilsson et al,2012,2012,Near-future carbon dioxide levels alter fish behaviour by interfering with neurotransmitter function,Nat Clim Chang,14.472,19.181,14,Strong,Neopomacentrus_azysron,Trop,No,NA,Absolute lateralization,Larvae,15,38.607,30.2054,15,29.053,24.1674,-0.284311859,0.086938385
102,a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus_moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,65.854,49.6341,15,58.537,49.6341,-0.117781138,0.085800898
574,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Mate + habitat,"# leads to nest, female in cylinder",Adult,18,15.3889,12.7378,18,14,12.8062,-0.094589141,0.084547749
776,a89,Borges et al.,2019,2019,Ocean warming and acidification may challenge the riverward migration of glass eels,Biol Lett,3.345,3.345,8,Weak,Anguilla_anguilla,Temp,Yes,Habitat,"Proportion exhibiting migratory response, Geo test",Larvae,8,0.2059,0.0882,8,0.228,0.1596,0.101955015,0.084186888
317,a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Apogon_cyanosoma,Trop,Yes,Shelter,Time to emerge from shelter,Juvenile,10,7.613,1.7108,10,1.441,1.2807,-1.664519995,0.084038991
533,a63,Goldenberg et al,2017,2017,Boosted food web productivity through ocean acidification collapses under warming,Glob Change Biol,8.997,8.997,21,No,Favonigobius_lateralis,Temp,Yes,Prey,"Food search activity, absence",Adult,21,1.84,1.8055,21,1.347,1.2052,-0.311885674,0.083971028
153,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Change in line crosses, predator, Fig 4",Juvenile,15,-37.313,21.3866,15,-13.284,12.7189,-1.032781488,0.083016724
406,a41,Maneja et al,2015,2015,The swimming kinematics and foraging behavior of larval Atlantic herring (Clupea harengus L.) are unaffected by elevated pCO2,J Exp Mar Biol Ecol,1.796,1.99,25,No,Clupea_harengus,Temp,No,NA,"Stop duration, High CO2",Larvae,19,0.118,0.1185,19,0.118,0.0889,0,0.08295204
242,a23,McCormick et al,2013,2013,Ocean acidification reverses competition for space as habitats degrade,Sci Rep,5.078,4.122,42,No,Pomacentrus_moluccensis,Trop,Yes,Shelter,Distance ventured from shelter,Larvae,29,4.366,4.222,29,3.801,4.6044,-0.138583068,0.082845854
391,a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,11,No,Hemiscyllium_ocellatum,Trop,Yes,Habitat,"Time to shelter, High CO2",Adult,10,55.2,40.4469,11,54.2727,30.2162,-0.016941615,0.081868774
157,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Change in area use, conspecifics, Fig 4",Juvenile,15,-2.583,2.1921,15,-1.498,1.0651,-0.544820629,0.081718203
539,a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, Fig 1, 1000 uatm",Juvenile,16,4.941,5.5556,16,57.176,11.6667,2.44856649,0.081617739
617,a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,10,No,Trematomus_bernacchii,Polar,Yes,Novel object,"Time in center zone, Mid CO2, 14 days, Fig S1",Juvenile,10,125.676,81.0807,10,118.919,75.0748,-0.055264577,0.081477984
575,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Mate + habitat,"# times gluing on nest, female in cylinder",Adult,18,3.7222,3.3921,18,3.2778,2.5923,-0.127142426,0.080886967
375,a36,Faliero et al,2015,2015,Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish?,Conserv Physiol,NA,3.46,6,Strong,Hippocampus_guttulatus<ca>,Temp,No,NA,% swinging,Adult,6,30.556,13.194,6,52.083,28.472,0.533277534,0.080882094
520,a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator?prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,18,Weak,Pseudochromis_fuscus,Trop,Yes,Prey,Attack rate,Larvae,17,1.576,0.2226,18,2.12,2.5371,0.296526097,0.080740142
62,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Pomacentrus_wardi,Trop,Yes,Predator,"% time in cue, day 3, 550ppm (Fig 2b)",Larvae,17,1.972,1.69,10,6.479,3.944,1.189517921,0.080258619
111,a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus_amboinensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 850 ppm",Larvae,15,61.25,50.8713,15,56.875,40.6971,-0.074107972,0.080122202
41,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 10 dph, 550ppm (Fig 1)",Larvae,25,1.00E-04,1.00E-04,25,1.00E-04,1.00E-04,0,0.08
238,a22,L?nnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?,Ecol Evol,1.658,2.34,28,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Mean change shelter use, combo, Fig3",Larvae,29,103.521,84.951,29,41.408,53.0923,-0.916300392,0.079909772
569,a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,12,Weak,Boreogadus_saida,Polar,No,NA,Absolute lateralization,Juvenile,12,36.163,26.0825,12,27.492,18.0566,-0.274141443,0.079298192
310,a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Cheilodipterus_quinquelineatus,Trop,Yes,Shelter,Mean line crosses,Juvenile,10,32.747,28.7483,10,168.182,22.9992,1.636235372,0.078939386
355,a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,8,Strong,Mustelus_canis,Subtrop,Yes,Food,"Mean lines crossed, High CO2, preferred side",Adult,8,17.362,10.9121,8,17.913,8.573,0.031242796,0.078008447
381,a37,Ferrari et al,2014,2015,Interactive effects of ocean acidification and rising sea temperatures alter predation rate and predator in reef fish communities selectivity,Glob Change Biol,8.044,8.997,17,Strong,Pseudochromis_fuscus,Trop,Yes,Prey,Selectivity for prey 2,Juvenile,16,0.321,0.3331,16,0.732,0.3021,0.824339391,0.077945978
519,a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator?prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,18,Weak,Pomacentrus_wardi,Trop,Yes,Predator,Reaction distance,Larvae,17,0.082,0.0618,18,0.076,0.0679,-0.075985907,0.077756345
42,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 10 dph, 700ppm (Fig 1)",Larvae,25,1.00E-04,1.00E-04,25,44.337,42.892,13.00215991,0.077435185
108,a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus_amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,62.5,50.8713,15,58.125,40.6971,-0.072570693,0.076848725
398,a40,Lai et al,2015,2015,Altered neurotransmitter function in CO2 exposed stickleback (Gasterosteus aculeatus): a temperate model species for ocean acidification research,Conserv Physiol,NA,3.46,12,Strong,Gasterosteus_aculeatus,Subtrop,No,NA,"Absolute lateralization, 50 days",Adult,11,36.478,17.4279,12,16.667,13.6174,-0.783278623,0.076378676
209,a21,Jutfelt et al,2013,2013,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels,PLOS One,3.534,2.766,21,Strong,Gasterosteus_aculeatus,Subtrop,Yes,Novel object,Time spent investigating,Adult,20,68.605,35.3612,20,13.953,15.5988,-1.592670879,0.075774458
75,a4,Cripps et al,2011,2011,Ocean Acidification Affects Prey Detection by a Predatory Reef Fish,PLoS One,4.092,2.766,9,Strong,Pseudochromis_fuscus,Trop,No,NA,"Distance from shelter, high CO2",Adult,10,228.571,127.9964,7,378.571,208.7662,0.504556754,0.074802138
650,a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator?prey interactions,Proc R Soc B,4.847,4.847,19,Strong,Pseudochromis_fuscus,Trop,Yes,Prey,Attack speed,Adult,19,333.056,184.0545,19,180.107,188.1475,-0.614759525,0.073509016
647,a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,10,No,Argyrosomus_regius,Subtrop,No,NA,Absolute lateralization,Juvenile,10,63.83,19.149,10,33.617,26.809,-0.641191408,0.07259798
750,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,No,NA,"Posture, post DS response, pre, Mid CO2",Juvenile,36,1.207,1.248,36,0.889,1.104,-0.305795986,0.072535259
315,a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Dascyllus_aruanus,Trop,Yes,Shelter,Time to emerge from shelter,Juvenile,10,6.216,1.423,10,1.396,1.1384,-1.493515609,0.071740267
459,a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,Escape latency,Larvae,26,0.016,0.0051,26,0.027,0.0357,0.523248144,0.071148968
106,a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus_amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,64.375,50.8713,15,61.25,40.6971,-0.04976151,0.071063547
316,a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus_moluccensis,Trop,Yes,Shelter,Time to emerge from shelter,Juvenile,10,6.081,1.1384,10,1.216,0.9961,-1.609602373,0.070607115
164,a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus_amboinensis,Trop,Yes,Food,"Prop decrease area use, 550 uatm",Juvenile,25,0.31,0.2674,25,0.312,0.3143,0.00643089,0.070353732
379,a37,Ferrari et al,2014,2015,Interactive effects of ocean acidification and rising sea temperatures alter predation rate and predator in reef fish communities selectivity,Glob Change Biol,8.044,8.997,17,Strong,Pseudochromis_fuscus,Trop,Yes,Prey,Predation rate,Juvenile,18,0.325,0.2721,18,0.325,0.2426,0,0.069897788
453,a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina_presbyter,Subtrop,No,NA,"Absolute lateralization, 21 days, Fig 4",Larvae,15,40.336,31.2434,29,27.731,25.7949,-0.374693449,0.069833993
400,a41,Maneja et al,2015,2015,The swimming kinematics and foraging behavior of larval Atlantic herring (Clupea harengus L.) are unaffected by elevated pCO2,J Exp Mar Biol Ecol,1.796,1.99,25,No,Clupea_harengus,Temp,No,NA,"Move duration, High CO2",Larvae,19,0.247,0.1509,19,0.247,0.239,0,0.068921505
458,a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Amphiprion_percula,Trop,Yes,Predator,% time in predator cue,Larvae,16,8.969,8.968,16,80.269,23.32,2.191609307,0.067761294
94,a7,Simpson et al,2011,2011,Ocean acidification erodes crucial auditory behaviour in a marine fish,Biol Lett,3.762,3.345,26,Strong,Amphiprion_percula,Trop,Yes,Auditory,"% time at speaker (or 'in cue'), 600 uatm",Juvenile,30,0.276,0.2848,13,0.586,0.3786,0.752918924,0.067601517
493,a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis_japonicus,Temp,Yes,Mimicked threat,Maximum acceleration (Amax),Adult,15,76.203,44.118,12,116.31,85.561,0.422858208,0.067441643
682,a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia_badia,Temp,Yes,Shelter,"% time swimming, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,72.695,42.0247,4,95.035,3.546,0.267972638,0.06718709
245,a23,McCormick et al,2013,2013,Ocean acidification reverses competition for space as habitats degrade,Sci Rep,5.078,4.122,42,No,Pomacentrus_amboinensis,Trop,Yes,Shelter,Height rank,Larvae,55,0.164,0.267,55,0.267,0.267,0.487382231,0.066373506
730,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,Yes,Food,"Posture, baseline, feed, Mid CO2",Juvenile,36,0.76,0.918,36,0.984,0.942,0.258307464,0.065985158
622,a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,10,No,Trematomus_bernacchii,Polar,Yes,Novel object,"% time in center zone, High CO2, 14 days, Fig S2",Juvenile,10,22.284,14.9734,10,13.649,6.1664,-0.490202673,0.065560547
103,a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus_moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,65.854,49.6341,15,62.805,39.704,-0.047405482,0.064514171
104,a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus_moluccensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs.rubble, 700 ppm",Larvae,15,48.171,39.704,15,59.146,29.774,0.205251783,0.062184372
207,a21,Jutfelt et al,2013,2013,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels,PLOS One,3.534,2.766,21,Strong,Gasterosteus_aculeatus,Subtrop,No,NA,Absolute lateralization 20 days,Adult,20,41.667,21.6228,20,21.502,21.1666,-0.661563495,0.061917405
618,a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,10,No,Trematomus_bernacchii,Polar,Yes,Novel object,"Time in center zone, High CO2, 14 days, Fig S1",Juvenile,10,125.676,81.0807,10,67.568,30.0304,-0.620572668,0.061376023
65,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Pomacentrus_wardi,Trop,Yes,Predator,"% time in cue, day 4, 550ppm (Fig 2b)",Larvae,20,1.69,1.127,10,4.167,2.604,0.902467824,0.061286625
107,a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus_amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coal, 850 ppm",Larvae,15,64.375,50.8713,15,56.25,30.5228,-0.134919318,0.06126094
247,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Predator,"% time in cue, 700 uatm, Day 4",Juvenile,20,6.23,4.262,20,46.885,40.657,2.018321462,0.060998966
721,a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,21,Weak,Gobiusculus_flavescens,Temp,No,NA,"Absolute lateralization, Year 2, male",Adult,23,31.389,27.1444,25,40.034,33.45,0.24327158,0.060439616
420,a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus_aculeatus,Subtrop,No,NA,"% time OT, pre attack, day 10",Adult,15,21.7,16.2033,15,30.8,18.0805,0.350202429,0.060143867
731,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,Yes,Food,"Posture, baseline, feed, High CO2",Juvenile,36,0.76,0.918,36,0.984,0.822,0.258307464,0.059912383
496,a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus_aurata,Subtrop,Yes,Food,Attack %,Larvae,12,5.295,2.8475,12,1.557,1.015,-1.224002086,0.059513736
392,a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,11,No,Hemiscyllium_ocellatum,Trop,Yes,Habitat,"Activity, Mid CO2",Adult,10,0.6519,0.2918,12,0.6331,0.4259,-0.029262788,0.057748743
